date,returns_weekly
2010-06-04,0.0148639681486397
2010-06-11,-0.003007715443965
2010-06-18,0.0083945435466945
2010-06-25,-0.040452653485952
2010-07-02,-0.0653382133658667
2010-07-09,0.0449601160261059
2010-07-16,-0.0199861207494795
2010-07-23,0.024075909927772
2010-07-30,-0.0099571290277968
2010-08-06,-0.0079620058667412
2010-08-13,0.0156294001689665
2010-08-20,-0.0067932898932482
2010-08-27,-0.0139586823003906
2010-09-03,0.028595696489241
2010-09-10,0.0205064684833469
2010-09-17,-0.0082265677680376
2010-09-24,-0.0153657873266251
2010-10-01,-0.022648805413617
2010-10-08,0.0063586265366679
2010-10-15,0.0023869699522605
2010-10-22,0.0141476397254518
2010-10-29,0.0027624309392262
2010-11-05,0.0238292011019285
2010-11-12,0.0064576886855909
2010-11-19,-0.0001336719689881
2010-11-26,0.0286096256684493
2010-12-03,0.0126072264101897
2010-12-10,0.0249005262482351
2010-12-17,0.0122730118973075
2010-12-24,0.0147222565879003
2010-12-31,-0.011216776396001
2011-01-07,0.0336621454993835
2011-01-14,-0.0176547775259454
2011-01-21,-0.0165148755312689
2011-01-28,-0.0022224966045193
2011-02-04,0.0195520356391536
2011-02-11,0.0190557106444955
2011-02-18,0.0039304430681279
2011-02-25,-0.0257444536718471
2011-03-04,-0.011690209449586
2011-03-11,-0.0086249383932972
2011-03-18,-0.0324384787472036
2011-03-25,0.0307000642260757
2011-04-01,0.0092223330009968
2011-04-08,-0.0212398122993331
2011-04-15,-0.0111026999747666
2011-04-21,0.0038275070170963
2011-04-29,0.0022877478393494
2011-05-06,0.0158508749682981
2011-05-13,0.0147297465984275
2011-05-20,-0.0040595399188093
2011-05-27,-0.0060523715415018
2011-06-03,-0.0425003106747855
2011-06-10,-0.0090850097339391
2011-06-17,0.0055009823182712
2011-06-24,0.0076852937345313
2011-07-01,0.0221044467425026
2011-07-08,0.0233969900088528
2011-07-15,-0.0103806228373701
2011-07-22,0.0066183816183817
2011-07-29,-0.0315097382458751
2011-08-05,-0.0759574740617393
2011-08-12,-0.0099805932908234
2011-08-19,-0.0427051246149537
2011-08-26,0.0219394471259326
2011-09-02,0.0287677114641478
2011-09-09,0.0219810795770729
2011-09-16,0.0289953716308195
2011-09-23,-0.0382325704458261
2011-09-30,0.0171939477303988
2011-10-07,0.0068965517241379
2011-10-14,0.0182648401826484
2011-10-21,0.0170139804800844
2011-10-28,0.0186746206717676
2011-11-04,-0.0008911521323996
2011-11-11,0.0147808358817531
2011-11-18,-0.0169512807634352
2011-11-25,-0.0205645676331587
2011-12-02,0.0603808033385493
2011-12-09,-0.0003689583077111
2011-12-16,0.0059055118110233
2011-12-23,0.0281311154598826
2011-12-30,0.00630502022365
2012-01-13,0.0340465776096465
2012-01-20,0.008460043443466
2012-01-27,0.000226731663077
2012-02-03,-0.0134874759152217
